1030,1066,765,265,1030,1106,335000
1980,7403,1980,0,1980,7510,243500
3520,6353,3520,0,2520,6250,109988000000
1200,10500,1200,0,1350,10500,153000
1580,5000,1290,290,1570,4500,430000
1580,5000,1290,290,1570,4500,700000
3300,10250,2390,910,1950,6045,905000
1960,15681,1960,0,1750,15616,247500
1160,6400,1160,0,1160,6400,199000
1810,41800,1210,600,1650,135036,314000
2320,36847,2320,0,2550,35065,437500
2070,13241,1270,800,2200,4500,850830
1980,3478,1440,540,1610,3478,555000
2190,107593,2190,0,2570,47777,699950
2920,8113,2920,0,2370,8113,1088000000
1210,33919,1210,0,1640,14910,290000
2340,10005,1460,880,2250,8162,375000
1670,4005,1170,500,1240,4005,460000
1240,2493,1240,0,1270,4966,188500
3140,28037,3140,0,2990,35001,680000
2030,12342,2030,0,2500,9433,470000
2310,9624,2310,0,1940,9636,597750
1260,3328,700,560,1380,3536,570000
1540,12600,1160,380,1540,11656,272500
2080,5969,1080,1000,2090,5500,329950
3230,16171,2520,710,2640,8517,480000
4380,6350,2780,1600,1830,6350,740500
1590,1102,1590,0,1620,3166,518500
880,6780,880,0,1190,6780,205425
1570,9600,1570,0,1880,9000,171800
1610,2982,1610,0,1610,4040,535000
2400,6474,1560,840,2340,10856,660000
1450,9132,1450,0,1580,9104,391500
770,6000,770,0,1710,6000,395000
2100,4400,1720,380,1850,4400,445000
2910,10204,2910,0,2700,13992,770000
2750,17789,1980,770,3060,11275,1.45e+006
2100,8201,1620,480,2660,8712,445000
2160,8811,1360,800,2090,8400,260000
2320,4960,1720,600,1700,4960,822500
2070,4310,2070,0,1970,3748,430000
1060,7875,1060,0,1420,7680,212000
2010,9603,1440,570,2060,9793,660500
3950,111078,2460,1490,2480,88500,784000
2010,2287,1390,620,1690,1662,453246
2140,2278,2140,0,1540,2285,675000
1320,17390,1320,0,1550,19265,199000
2020,7840,1010,1010,1750,8140,220000
2590,10002,1340,1250,1550,10436,452000
1190,4440,1190,0,1060,5715,382500
1170,1249,1170,0,1350,1310,519950
1110,3200,1110,0,1170,3600,665000
2820,9375,1550,1270,2820,9375,527700
1610,8579,1010,600,1610,8579,205000
1060,8097,940,120,1560,7940,420000
2030,8517,1380,650,2230,8824,500000
3670,315374,3670,0,2840,87991,921500
2550,4000,2370,180,2200,4000,890000
2420,60984,2420,0,1940,193842,430000
2260,12500,1130,1130,1360,18000,258000
1430,3455,980,450,1450,4599,511000
1360,3090,1360,0,1500,3090,532170
1110,5000,1110,0,1420,5000,560000
1250,8200,1250,0,1680,8633,282950
5180,19850,3540,1640,3160,9750,2.25e+006
700,5100,700,0,1010,5100,350000
1180,7669,1180,0,1190,7669,215000
3960,25245,2500,1460,2640,13675,650000
2640,7500,1620,1020,1980,7875,320000
1270,7198,1270,0,1160,7198,247000
1760,11180,1760,0,1730,11180,320000
2060,8632,1030,1030,1010,11680,255000
1780,9660,1780,0,1200,9660,438000
3400,16603,3400,0,3400,12601,900000
1910,7280,1160,750,1710,8152,441000
2020,38332,1010,1010,2110,36590,420000
1580,7000,1180,400,1640,7500,370000
1340,7250,700,640,1830,9750,269950
2680,4499,2680,0,2920,4500,807100
2680,9750,1610,1070,2480,8750,653000
1370,8336,1370,0,1770,7288,371500
1560,21000,1560,0,1070,7920,284000
2160,7140,1670,490,1930,7350,272000
1340,7912,1340,0,1480,7940,313000
3880,35003,2570,1310,3740,35230,917500
2590,8190,2590,0,2260,8335,673000
1120,1100,820,300,1590,1795,425000
1970,5400,1320,650,1280,2150,399950
1220,4800,1220,0,1200,4800,385000
1950,7560,1320,630,1950,8941,269950
1350,8220,1060,290,1540,8280,330000
1670,5797,1670,0,1670,6183,260000
2380,5125,1680,700,1410,5375,470000
2440,9600,2440,0,2290,9600,589000
1050,3419,1050,0,1050,3417,163500
3130,13412,2140,990,2260,9984,835000
4090,12850,2090,2000,2540,10270,1095000000
1490,10000,1100,390,2190,8910,269000
1900,8744,1900,0,2030,8744,560000
1330,2400,1330,0,1330,4400,615000
2230,10026,1430,800,2230,9340,585188
1650,9480,1220,430,1540,8400,305000
1190,8820,1190,0,1230,7980,166950
2140,9897,2140,0,2680,10083,799000
2180,7508,1420,760,1900,7818,400000
1060,10228,1060,0,1570,10228,230000
1690,5025,1690,0,2550,5001,256883
1970,6480,1130,840,1500,6480,423000
2150,4084,2150,0,1750,2385,465000
1910,66211,1910,0,2330,67268,440000
1350,155073,1350,0,1560,50965,385000
860,11725,860,0,1300,9514,210000
1940,14952,1940,0,2030,10450,297000
1010,5000,1010,0,1680,5000,470000
1300,7370,900,400,1430,7500,226500
910,8450,910,0,1400,8040,274250
2480,11010,1630,850,2770,10744,840000
2440,4587,2440,0,2750,4587,677900
1010,5864,1010,0,1290,5000,425000
900,9600,900,0,1250,14280,180250
2300,3404,1600,700,1560,1312,464000
1550,7579,1550,0,1630,6397,320000
1270,1566,1060,210,1160,1327,625504
2240,12032,2240,0,2520,12368,592500
2714,17936,2714,0,2590,18386,465000
1720,6270,1720,0,2130,8700,477000
850,16400,850,0,1100,14459,280000
3300,33474,1870,1430,3836,20953,1505000000
2250,5692,2250,0,1320,5390,445838
3900,14864,1950,1950,2580,5184,1072000000
1320,10800,1320,0,2120,12040,467000
2760,6440,2760,0,3070,8127,686000
1750,9750,1350,400,1900,10125,279950
2330,19436,2330,0,1910,10055,527000
2220,16020,1780,440,2080,9583,325000
2020,8379,2020,0,2020,8031,328000
1250,7500,1250,0,1280,7392,390000
1510,6516,1510,0,1640,6009,479950
1720,9753,1120,600,1510,9753,264950
1430,15246,980,450,1960,13068,235000
1480,4729,1480,0,2250,4729,516500
1450,15798,1230,220,2030,13193,655000
2280,15347,2280,0,2280,15347,500000
2940,7350,1780,1160,2120,8236,315000
1000,10200,1000,0,1150,13702,213000
2480,5280,1620,860,2090,4800,475000
3760,28040,3760,0,3430,35096,1025000000
2220,94300,1640,580,2070,80100,416000
1970,4740,1670,300,1510,4740,410000
3830,221284,3530,300,2920,148539,800000
4410,14034,2350,2060,2600,13988,472000
1430,8505,1430,0,1190,8640,225000
830,6000,830,0,830,4960,210000
1430,5000,1430,0,1450,3750,455000
1300,8316,1300,0,1260,8316,225000
1030,3060,790,240,1390,3060,480000
2740,11872,2740,0,2570,10377,363000
3650,8354,1830,1820,3120,18841,2.4e+006
720,5120,720,0,1150,2566,181000
2010,7312,2010,0,2010,7650,250000
1560,3000,770,790,1390,3000,481000
1810,7209,1240,570,1750,7209,260000
3360,7685,3360,0,3060,6567,455000
1510,36224,1510,0,1730,36224,415000
1400,3538,800,600,1620,6331,349500
1730,7442,1730,0,1630,6458,245000
1420,9191,1420,0,1420,6816,592500
2360,7620,1180,1180,1910,7620,385000
1580,11455,1200,380,1550,10650,315000
1230,10170,1230,0,1380,10098,255000
2460,4425,2460,0,2990,5659,693000
1660,4400,1460,200,1660,4400,780000
1270,8470,1270,0,1600,8470,237000
2100,40510,1320,780,2380,33450,525000
770,5040,770,0,1330,2580,425000
760,10079,760,0,1230,14267,369900
1700,7280,1700,0,1950,7475,290000
1120,10701,1120,0,1130,6350,285000
1070,4500,1070,0,1320,4465,415000
2070,9900,1420,650,2070,8250,272500
5050,20100,4750,300,3890,20060,2.9e+006
5310,57346,5310,0,4180,47443,1365000000
1040,7538,1040,0,1440,7530,436000
1700,11390,1700,0,1350,8164,210000
1300,5898,1300,0,1320,7619,236000
1080,1306,580,500,1440,2225,331000
2653,4510,2653,0,2653,4927,365000
2290,16258,2290,0,1660,10530,450000
3820,26300,2850,970,1860,12136,770000
2210,49375,2210,0,2670,49385,455000
2390,6000,1240,1150,2020,6000,405000
2600,11325,1610,990,1720,11088,304900
860,5265,860,0,1650,8775,170000
3830,8480,2630,1200,3050,7556,2.05e+006
3500,7048,3500,0,3920,7864,780000
2420,13959,1740,680,2570,13300,330000
2720,8666,2720,0,2410,8100,370000
2500,13500,1850,650,2300,9750,467000
1670,6720,1140,530,1670,7320,405000
2900,10300,1450,1450,2310,10300,675000
1640,14100,1140,500,1520,13527,500000
1890,15770,1890,0,2410,15256,389999
2950,9025,1780,1170,2120,9600,630000
2160,9528,2160,0,2280,9937,360000
3280,11060,2270,1010,2320,11004,580000
1970,4166,1270,700,2390,4166,550000
3360,22111,3360,0,3150,11374,879000
1320,8959,1320,0,1740,7316,265000
2650,7286,2650,0,2400,7220,446500
2030,8880,1330,700,2140,5592,404000
1590,11914,1090,500,1630,9052,267500
4550,18641,2600,1950,4550,19508,3075000000
2440,7632,2440,0,2510,7903,335000
1940,9000,970,970,2190,7310,576000
2040,3810,2040,0,2370,4590,208633
2200,8750,1120,1080,1460,10139,315000
1920,3300,960,960,1740,4000,725000
1800,7750,1400,400,1800,8275,550000
2180,7297,2180,0,2250,9781,610750
1010,5000,1010,0,1460,5000,550700
3320,10574,2220,1100,2720,8330,665000
2370,4000,1980,390,2440,5750,834000
1660,78408,1660,0,1660,78408,201000
3650,9050,3370,280,2880,5400,2384000000
4290,12103,2690,1600,3860,11244,1384000000
4290,12103,2690,1600,3860,11244,1.4e+006
1950,7700,1350,600,2150,7350,305000
2590,14052,1720,870,1570,8162,487000
1930,64904,1930,0,2350,57500,390000
1470,3864,1170,300,1570,3864,548000
800,8775,800,0,1310,8775,268750
3150,7119,3150,0,1560,8384,819900
2030,16200,2030,0,2660,17958,520000
1450,11204,1450,0,1520,9518,230000
1510,10248,1510,0,1510,9753,240000
1240,12092,960,280,1820,7460,232000
1240,12092,960,280,1820,7460,240500
3030,45004,3030,0,3080,35781,274975
2050,4400,2050,0,2320,5500,740000
1000,7636,1000,0,1150,7600,186375
2370,10289,1590,780,2500,10004,790000
2800,6750,1890,910,2370,6120,880000
2240,11180,2240,0,1590,7955,279000
1810,10530,1810,0,1910,10450,295000
1070,5000,1070,0,1710,5000,640000
2490,9525,2490,0,2770,9525,940000
1960,5238,1960,0,1800,5894,260000
2930,5569,1860,1070,2580,11045,559900
1510,3500,1510,0,1820,3750,791500
1420,8250,1420,0,1740,8000,265000
1740,11547,1740,0,880,78408,245000
2560,43995,2560,0,2560,14764,485000
3040,8414,2420,620,3470,8066,684000
2500,6840,1300,1200,1580,8691,425000
1275,20000,1275,0,1660,20000,309600
2580,5823,2580,0,2380,5823,552250
1000,7134,1000,0,1020,7138,165000
1000,7134,1000,0,1020,7138,239900
1070,32633,1070,0,1360,32156,320000
1390,13464,1390,0,1720,12080,206600
2500,7690,1250,1250,2040,8646,387000
560,12120,560,0,1300,19207,299000
2270,10460,2270,0,2610,10180,855000
1900,14400,1300,600,1940,14400,315000
990,3120,790,200,1930,3120,437500
1550,19800,1050,500,1640,22654,252000
2200,7475,1100,1100,1600,5766,375000
1910,4862,1910,0,2010,5091,300000
1750,9600,1750,0,1750,10530,420000
1330,77972,1330,0,1340,17689,900000
2440,5750,1980,460,1520,5750,679900
1640,29970,1640,0,1580,28399,463000
2760,11340,2760,0,2470,11340,380000
1820,7912,1820,0,1820,8168,329500
2110,5608,1340,770,2040,9363,604950
3040,9570,1640,1400,2920,8800,795000
1840,40438,1840,0,1380,44049,465000
2990,10400,2990,0,2140,17449,673000
3520,15420,3520,0,3400,21455,810000
2440,69415,1910,530,2770,24361,785000
2090,7500,1370,720,1810,7650,338000
1430,7222,1430,0,1430,7220,280000
2180,10754,1100,1080,1810,6929,315000
2180,10754,1100,1080,1810,6929,530000
3450,9914,3450,0,2860,9721,380000
1450,7562,1450,0,1650,7625,297000
3230,7331,3230,0,3480,7447,730000
1640,13500,1110,530,1770,12600,450000
1590,7750,1060,530,1680,7500,275000
2020,2849,2020,0,1910,3120,595000
1300,3348,1300,0,1590,2577,435000
1380,209959,1380,0,3130,19868,270000
4040,14338,3030,1010,3360,14142,950000
2130,5337,2130,0,2300,6930,389000
2550,7800,1580,970,2420,8050,560000
4800,14984,3480,1320,4050,19009,1.35e+006
2510,11585,2510,0,2450,9691,799000
1410,9600,1410,0,1410,9600,365500
1650,7352,1160,490,1710,7350,252350
2120,13780,2120,0,1880,12000,403950
2040,10726,1380,660,1610,10020,385000
1550,7620,1550,0,1450,7620,345000
1980,3128,1980,0,1950,2856,490000
1600,26977,1600,0,1790,27743,330000
3300,12090,3300,0,3180,12239,927000
3840,16619,3840,0,3600,16553,1118000000
1220,10000,1220,0,2000,9600,330000
2720,8800,1500,1220,2110,8800,530000
1940,25600,1940,0,2000,10071,365000
2160,3000,1260,900,1060,3500,378750
1530,8750,1530,0,1390,8750,269900
1710,2096,1290,420,1630,1543,557000
3730,16980,2150,1580,1880,16963,360000
940,5000,940,0,1560,4500,352000
1750,22357,1750,0,2430,22357,437000
1820,6753,1820,0,1820,7107,322500
1510,2000,1330,180,1510,1352,650000
1290,1213,1290,0,1290,3235,450000
1570,5250,1570,0,1570,5250,278500
1930,6957,1930,0,2090,6996,364950
2840,40139,2840,0,3180,36852,840000
1550,8134,1550,0,1550,8134,268000
833,143947,833,0,1380,143947,517534
2990,32239,2990,0,2990,36497,632925
2000,7251,2000,0,2450,8118,577500
2390,7480,2390,0,2850,6867,339000
2910,37461,1530,1380,2520,18295,570000
2085,174240,1610,475,2690,174240,563500
2200,9351,1290,910,1910,8660,423000
1860,5028,1860,0,2320,5465,355000
6070,171626,6070,0,4680,211267,1.55e+006
950,3960,950,0,1320,4050,482000
1600,9135,1600,0,1580,9800,625000
2250,11632,2250,0,2360,11632,538000
2280,10255,2280,0,2310,10094,380000
940,5120,940,0,1300,5120,375000
1530,8500,1030,500,1850,8140,245000
2190,27260,2190,0,1620,39480,310000
2350,15021,1770,580,3530,15715,1.3e+006
1440,7680,1200,240,1460,9660,397000
2200,4052,2200,0,2310,5082,365000
2290,8250,2290,0,2290,8250,328500
4040,19700,4040,0,3930,21887,988000
2610,3277,1920,690,1810,3277,1000000
1490,2138,1490,0,1490,2094,237000
2450,5280,2450,0,2300,4674,525000
1710,9627,1440,270,2140,9131,749000
4870,11800,3470,1400,3180,11398,722500
3130,8750,3130,0,2860,9003,843000
1270,1372,1270,0,1610,3090,438000
2120,10875,1540,580,2460,11760,578000
1670,8230,1670,0,2077,4910,227950
2070,11576,2070,0,1890,7519,196000
1420,5332,1070,350,2400,5406,641000
1250,219978,1250,0,1930,210394,350000
940,7980,940,0,1150,8050,205000
1920,9102,1920,0,1920,9760,400000
3545,9816,2610,935,3630,7704,1.03e+006
1260,5460,1260,0,1510,5460,505000
2340,7200,1300,1040,1930,7221,475000
2590,9263,1440,1150,2580,9450,520000
3970,24920,3260,710,2610,13838,1.45e+006
1220,9732,1220,0,1630,10007,333500
1400,10403,1400,0,1230,10209,232000
2360,16117,1710,650,2120,16117,691100
1870,9897,1870,0,1900,10005,811000
2830,5802,2830,0,2500,5788,551000
2260,3640,2260,0,2350,3710,496500
1970,20978,1770,200,2280,75396,705000
3140,9225,1770,1370,2460,9600,578000
1240,8659,1240,0,1490,8223,255000
3450,7832,3450,0,3220,8567,1.05e+006
2570,8491,2570,0,2400,8049,348000
1510,3413,1510,0,1570,3777,230000
2390,11250,2390,0,2480,11250,359500
980,7000,980,0,1220,7000,330000
430,5050,430,0,1200,7500,80000
1480,6360,1480,0,1480,6360,465000
1850,7324,1850,0,2100,7329,325000
2270,28025,1920,350,1770,14833,340500
1810,5192,1810,0,1810,6200,342500
1610,17600,1610,0,1310,12950,290900
3840,6161,3840,0,3230,7709,868700
4110,8400,3130,980,2820,8400,1199000000
4190,10259,3150,1040,4300,11919,1.15e+006
3390,6298,3390,0,3390,7111,859900
1890,3006,1890,0,1580,3000,520000
1610,2527,1080,530,1610,4173,460000
1050,4590,850,200,1770,5400,438924
630,6550,630,0,1420,6550,315000
2910,10650,1780,1130,2920,10988,590000
1700,8640,850,850,1620,9000,378500
1950,8130,1950,0,2350,7691,328500
2990,9773,2990,0,2230,11553,849950
1350,6000,900,450,1730,6012,525000
4860,181319,4860,0,3850,181319,1385000000
2160,7725,1460,700,2060,8250,295000
4860,11793,3860,1000,3600,11793,1067000000
890,5000,890,0,1860,5000,207950
2810,7302,2810,0,2820,7302,699900
3400,9500,3400,0,3080,11081,1.28e+006
1580,7350,960,620,1560,7350,452000
1680,5036,1680,0,1680,4921,370000
1300,11230,1300,0,1300,10794,232000
2820,14062,2380,440,1910,10392,669950
1510,6710,1070,440,1660,6600,397500
1230,1391,870,360,1240,1350,490000
2110,4140,1710,400,1440,4420,725000
3080,19635,1610,1470,2424,12410,299000
1490,5750,1190,300,1590,4025,625000
2120,4500,2120,0,2530,4816,437500
3180,5438,3180,0,3030,5335,650000
1490,3825,860,630,1460,3825,475000
1930,11947,1930,0,2200,12825,342000
2770,7800,2770,0,2720,10000,119735000000
1670,11610,1670,0,1930,10200,280000
1330,7200,1330,0,1450,11682,240000
1210,3328,1210,0,1640,3333,529000
1190,5100,1030,160,1690,5100,442000
1540,6872,820,720,1420,5538,615000
4030,10800,4030,0,2160,7200,1485000000
2430,7559,1580,850,1980,8750,585000
2600,7787,2600,0,2830,7787,480000
4410,57063,4410,0,2900,50529,1095000000
1330,8184,1330,0,1220,660,290000
1900,5000,950,950,1770,5000,615000
1100,7680,1100,0,1460,7680,300000
1980,39150,1580,400,1860,11811,308000
2400,7745,2400,0,2080,8615,750000
4760,8036,3390,1370,2950,9323,2.25e+006
3180,194278,3180,0,2200,178160,890000
1190,7560,1190,0,1190,7560,288000
630,6000,630,0,1470,6840,190000
2530,5105,1520,1010,2290,4011,515000
1690,11054,1690,0,1690,9040,235000
940,5000,940,0,940,5000,275000
1240,9119,1240,0,1380,9121,727500
3040,6587,3040,0,2740,6587,650000
6050,230652,6050,0,4210,233971,1.6e+006
1590,7085,1590,0,1320,7085,365000
2500,36947,2500,0,2590,28837,662000
1780,7848,1320,460,1680,7848,270500
1360,1898,1360,0,1360,1898,200000
4740,76230,4740,0,3340,49206,970000
1010,9600,1010,0,1400,9660,160000
1040,7405,1040,0,1580,7405,204000
1610,6655,1610,0,1780,7529,358000
1570,8268,1570,0,1870,8190,452000
1510,4000,1010,500,1920,4000,595000
1360,6082,1360,0,1360,6987,249000
1970,5106,1970,0,2230,5109,346900
5403,24069,5403,0,3980,104374,2125000000
1560,4350,1560,0,1560,4350,280000
2320,12000,2270,50,2120,9880,318888
2120,40518,2120,0,2480,13492,530000
2120,18500,2120,0,2120,14479,375000
3350,29242,3350,0,3920,24728,910000
2380,9614,2380,0,2560,9770,782000
1070,649,720,350,1070,928,259950
2300,18360,1560,740,1870,9588,315000
1320,8865,1320,0,1190,6490,215000
2180,10221,1140,1040,2180,8535,705000
4380,6320,3580,800,3080,7680,1.45e+006
1790,9813,1790,0,1520,10125,451000
750,8125,750,0,1340,8750,261000
1300,8280,1300,0,1570,8692,396000
2990,29170,2990,0,3715,29170,725000
4640,15235,2860,1780,3230,20697,1.95e+006
1400,7242,1400,0,1310,7314,238000
2750,9563,2750,0,2040,9563,750000
2050,10271,2050,0,2050,8103,331500
2230,108900,1410,820,1960,65340,460000
2340,217014,2340,0,2340,107898,404950
2870,5163,2870,0,1630,7995,880000
4120,22370,4120,0,3180,7257,863000
2080,9162,1370,710,1870,8944,638700
1840,5680,1840,0,1600,4697,435000
1180,5350,1180,0,1490,5350,260000
2160,4000,1530,630,2040,4000,671500
1180,3400,1180,0,1440,3400,610000
1160,15029,870,290,1870,25346,405000
1830,5612,1830,0,1830,5998,338900
3200,7708,3200,0,3480,7944,720000
2560,5445,1760,800,1080,5445,442000
2550,5040,2550,0,1590,3840,650000
1330,9917,1040,290,1330,9081,263500
1220,75794,1220,0,2010,98010,300000
1805,3402,1805,0,2095,3402,266000
6050,84942,4150,1900,2700,199504,930000
2320,5493,2320,0,2450,5471,530000
1384,8960,1384,0,1000,8470,180000
2720,6439,2720,0,3180,7320,619000
1820,10608,1820,0,1380,8976,264000
2130,4920,1530,600,2130,4920,730000
2060,10070,2060,0,2060,8155,439000
1420,7500,1080,340,1500,7260,268500
1510,15744,1510,0,1470,15744,330000
2160,4000,1960,200,2160,5120,640000
3180,12600,3180,0,3030,12835,900000
2110,13300,2110,0,2470,14000,370000
2060,2900,1330,730,1910,3900,685000
1830,217800,1010,820,2450,165963,505000
1820,32666,1820,0,2050,43560,265000
1610,2937,1610,0,1610,3049,290000
1780,3600,1780,0,2020,3802,296000
1840,9611,1840,0,1830,8505,360000
1460,10584,990,470,1220,12012,240500
1400,2958,1400,0,1540,2385,372500
3370,14402,3370,0,3330,9691,595000
3590,8249,3590,0,2860,7995,515000
3200,15367,3200,0,3070,15263,1.22e+006
1670,6460,1670,0,2170,6254,507000
2420,31465,2420,0,2560,32186,399950
1430,10816,1430,0,1560,10816,185000
1440,7070,1440,0,1440,7210,460000
1450,4789,1450,0,1560,4490,435500
3550,13938,2100,1450,2050,9000,469000
1270,1175,1110,160,1290,1800,531000
940,6804,940,0,1150,6930,443500
1670,6824,1300,370,1660,7586,223000
3100,15842,2400,700,2200,19400,590000
1100,1760,1100,0,1200,1415,340000
1870,3388,1230,640,1780,4050,650000
1930,5080,1930,0,2190,5085,533600
2540,4694,2540,0,2600,6344,695000
1280,7524,1280,0,1500,7777,242000
1820,8814,1280,540,1810,7515,425000
1490,9414,1490,0,1290,10125,525000
1880,5502,1880,0,2040,5411,485000
1250,9775,1250,0,1390,9650,175000
1440,7210,1440,0,1700,7245,210000
1920,7415,1920,0,1930,7536,260000
2060,5750,1330,730,1920,5750,577000
1210,10588,1210,0,1408,10588,200000
1760,5000,940,820,1530,5000,605000
990,6750,990,0,1440,6860,325000
960,6400,820,140,1200,6600,289500
1660,1458,1660,0,1660,1784,559950
1900,9375,1330,570,2760,9375,10425000000
1270,2790,990,280,1920,4000,543500
3250,34293,3250,0,3110,35982,480000
960,9633,960,0,1080,8610,218000
1330,6000,960,370,1620,6000,565000
2080,7700,1600,480,1680,7700,426700
2690,11575,2130,560,2390,11782,650000
890,3060,770,120,1760,4080,542000
1070,8000,1070,0,1200,7990,415000
1200,8316,1200,0,1200,8316,214000
1360,8910,1360,0,1220,8912,245000
2050,13303,2050,0,2180,11590,314500
3000,5750,2000,1000,1820,5750,1.12e+006
1300,3850,800,500,950,5500,378000
2250,9091,1340,910,1540,7802,305000
3740,6750,1980,1760,2620,7920,595000
1660,1091,1530,130,1510,1352,729500
2360,6699,2360,0,2360,4744,430000
1760,6500,1150,610,1760,8125,240000
1680,6200,1680,0,1680,5100,545000
1320,2500,870,450,1580,2750,530000
870,26326,870,0,1250,10608,157000
1260,7645,1260,0,1170,7649,425000
1000,6020,1000,0,1300,8640,220000
2020,36400,1550,470,2520,38255,521000
1920,6862,1120,800,2000,6900,325000
2150,5400,1380,770,1940,6500,597500
1470,3976,1470,0,1490,4400,337000
3180,10492,3180,0,3000,9812,1000000
3930,55867,2330,1600,2730,26324,3.07e+006
990,6000,990,0,1250,6000,495000
2770,3330,1970,800,2180,3380,748000
1250,8710,1250,0,1750,9185,888000
1140,22267,1140,0,1150,15625,269900
2250,14440,1550,700,2090,11400,496500
1640,5097,1640,0,1880,6000,475000
1255,1374,1255,0,1307,1232,312000
1290,12231,1290,0,1390,11632,323000
1300,9079,1300,0,1890,7369,331000
1220,1086,1220,0,1220,1422,306000
2630,4000,2630,0,1640,4000,655000
1950,15954,1950,0,1940,12667,290000
3160,5000,2360,800,2220,4000,1.25e+006
1550,4708,860,690,1880,5600,460000
1700,6380,850,850,1380,6380,435000
2510,11880,1630,880,2390,11211,664000
1800,4180,1800,0,2180,4620,865000
1800,18000,1200,600,1800,18000,385000
1870,9315,1350,520,2230,9579,497000
1010,3000,1010,0,1150,7000,280000
1120,17487,1120,0,1690,8056,188000
2090,4755,1200,890,1850,5300,478500
4370,18361,4370,0,4190,13641,1145000000
1440,7187,970,470,1440,7187,222000
2580,209523,2580,0,3440,213444,799000
3190,7399,3190,0,3250,7323,609900
2380,5809,1750,630,1620,5775,413000
1420,4875,1420,0,1110,5413,400000
2990,6768,2990,0,2870,6768,802541
2680,7757,2680,0,2430,8231,320000
2730,7649,2730,0,2730,6216,507000
1220,8329,1220,0,1490,8322,387500
1500,12616,1500,0,1820,13950,396000
1830,11788,1430,400,2140,11964,373000
4570,19252,4570,0,3180,13314,14849000000
2470,7698,2470,0,2330,7986,359900
800,4342,670,130,1210,4343,410000
2900,23488,2900,0,2900,34589,690000
1410,5760,1410,0,1670,6222,245000
